User_ID,Age,Gender,Influencer_Type,Follower_Count,Content_Format,Product_Category,Product_Price_THB,Aesthetic_Score,Social_Proof_Comments,Discount_Code_Available,Time_Spent_Watching_Seconds,Purchase_Intent
2796,25,Non-binary,Micro,2732305,Live Stream,Home,3350.0,3.0,4734.0,No,11,1
2797,16,Female,Macro,1558541,Static Post,Fashion,3608.0,6.0,3401.0,No,133,0
2798,26,Male,Mega,7269853,Carousel,Beauty,,6.0,4665.0,Yes,57,0
2799,21,Female,Macro,4657745,Static Post,Beauty,4932.0,3.0,2194.0,Yes,169,1
2800,17,Male,Macro,958867,Live Stream,Home,3948.0,4.0,959.0,No,34,0
2801,17,Female,Micro,3104781,Live Stream,Health,1876.0,7.0,4863.0,Yes,162,1
2802,19,Female,Micro,133192,Live Stream,Health,478.0,6.0,2157.0,No,150,0
2803,17,Female,Macro,5287518,Carousel,Health,3862.0,2.0,,Yes,104,0
2804,16,Female,Macro,1219710,Live Stream,Beauty,1760.0,9.0,3632.0,Yes,120,0
2805,24,Male,Celebrity,5201952,Live Stream,Beauty,3157.0,6.0,,Yes,46,1
2806,23,Male,Mega,8119606,Carousel,Tech,1405.0,2.0,4058.0,Yes,58,1
2807,16,Non-binary,Macro,1818851,Live Stream,Tech,2564.0,7.0,4842.0,Yes,169,1
2808,25,Female,Mega,6634366,TikTok/Reels,Fashion,,10.0,2177.0,Yes,127,1
2809,16,Male,Micro,8013579,Live Stream,Fashion,114.0,10.0,1866.0,Yes,128,1
2810,27,Male,Macro,7014118,Carousel,Tech,4509.0,4.0,1799.0,Yes,11,0
2811,22,Female,Micro,1603813,Live Stream,Beauty,2679.0,1.0,504.0,Yes,75,0
2812,23,Female,Micro,7064810,Carousel,Home,2691.0,10.0,719.0,No,67,1
2813,21,Male,Mega,9802761,Live Stream,Tech,4888.0,9.0,1987.0,Yes,103,1
2814,17,Non-binary,Macro,8801581,TikTok/Reels,Beauty,167.0,10.0,874.0,Yes,86,1
2815,23,Male,Macro,512213,Carousel,Tech,509.0,8.0,2878.0,Y,159,1
2816,17,Female,Macro,4710042,Carousel,Health,3222.0,5.0,633.0,Y,83,1
2817,19,Male,Macro,3856074,Carousel,Tech,2958.0,3.0,4377.0,No,36,0
2818,23,Female,Micro,6631119,Carousel,Health,1017.0,4.0,2420.0,Yes,54,1
2819,26,Male,Macro,5076060,Live Stream,Beauty,4934.0,,1324.0,No,168,1
2820,17,Male,Macro,6258870,Live Stream,Health,1589.0,10.0,1008.0,Yes,113,1
2821,21,Female,Mega,9428593,TikTok/Reels,Tech,3904.0,,,Y,23,1
2822,26,Male,Micro,6622586,TikTok/Reels,Health,3442.0,5.0,,Yes,68,0
2823,15,Female,Micro,6762444,Live Stream,Home,2585.0,8.0,3220.0,No,101,0
2824,18,Non-binary,Macro,904153,Static Post,Health,2676.0,1.0,403.0,Yes,81,0
2825,18,Female,Mega,7873322,Carousel,Health,371.0,9.0,3753.0,No,101,0
2826,21,Female,Macro,5544811,Live Stream,Fashion,4653.0,10.0,3190.0,Yes,76,0
2827,22,Female,Mega,8403506,TikTok/Reels,Home,918.0,3.0,695.0,Yes,121,1
2828,15,Female,Celebrity,9317584,Carousel,Beauty,2714.0,1.0,907.0,No,18,0
2829,19,Female,Celebrity,1130376,TikTok/Reels,Health,2643.0,3.0,3847.0,Yes,148,0
2830,21,Male,Mega,8079619,Static Post,Home,4083.0,2.0,3164.0,No,73,0
2831,26,Male,Mega,2469319,Carousel,Beauty,4989.0,7.0,1926.0,Y,125,0
2832,18,Male,Micro,7242592,Static Post,Home,,10.0,120.0,No,91,1
2833,27,Female,Mega,9564902,Static Post,Fashion,3080.0,,2865.0,No,52,0
2834,18,Male,Macro,1783474,Static Post,Beauty,1989.0,7.0,3731.0,No,177,1
2835,18,Female,Celebrity,768877,Live Stream,Beauty,3138.0,3.0,3915.0,No,58,0
2836,26,Male,Micro,4326168,TikTok/Reels,Health,2781.0,6.0,3591.0,No,139,1
2837,20,Female,Macro,4158018,Carousel,Tech,701.0,7.0,3576.0,Yes,33,0
2838,21,Non-binary,Macro,8301924,Live Stream,Beauty,4036.0,7.0,4486.0,No,80,1
2839,16,Male,Macro,7493427,TikTok/Reels,Beauty,1531.0,5.0,2414.0,Yes,124,1
2840,19,Male,Micro,5706365,Live Stream,Fashion,4561.0,6.0,,Yes,123,1
2841,18,Female,Macro,7513423,TikTok/Reels,Fashion,354.0,3.0,2805.0,No,69,0
2842,27,Female,Mega,4983816,Carousel,Fashion,2586.0,4.0,3306.0,No,29,0
2843,17,Female,Macro,7538335,Carousel,Health,1457.0,6.0,,Yes,133,0
2844,21,Male,Micro,9623068,Carousel,Beauty,3800.0,3.0,1465.0,No,78,0
2845,25,Non-binary,Mega,9515769,Carousel,Fashion,2581.0,7.0,1856.0,No,141,1
2846,26,Female,Micro,9889942,TikTok/Reels,Fashion,788.0,3.0,2235.0,Yes,16,0
2847,20,Male,Micro,3270875,Live Stream,Home,3631.0,9.0,403.0,No,30,1
2848,21,Male,Macro,7356660,Carousel,Home,406.0,4.0,412.0,Yes,88,0
2849,19,Male,Mega,7600549,Carousel,Fashion,1795.0,2.0,,N,14,0
2850,27,Female,Macro,2237489,Carousel,Health,3265.0,6.0,4249.0,Yes,39,0
2851,20,Female,Macro,6186055,Static Post,Tech,507.0,9.0,216.0,Yes,111,1
2852,19,Female,Micro,1440592,Carousel,Home,4050.0,10.0,1024.0,Yes,36,1
2853,21,Male,Macro,9188500,Carousel,Home,924.0,10.0,2813.0,Yes,169,1
2854,16,Male,Micro,3674493,TikTok/Reels,Beauty,1290.0,,4894.0,Yes,77,0
2855,25,Male,Celebrity,7081090,Static Post,Beauty,2233.0,4.0,805.0,Yes,111,0
2856,19,Non-binary,Mega,7454878,TikTok/Reels,Fashion,3193.0,5.0,3349.0,No,6,0
2857,20,Male,Macro,2342152,Live Stream,Beauty,4292.0,9.0,2816.0,Y,3,1
2858,20,Male,Macro,4469298,Static Post,Beauty,1873.0,7.0,2809.0,Yes,31,0
2859,19,Male,Mega,6003861,TikTok/Reels,Tech,4515.0,5.0,1271.0,Yes,100,0
2860,24,Female,Macro,1987889,TikTok/Reels,Health,632.0,6.0,433.0,No,120,1
2861,21,Non-binary,Micro,2037966,Live Stream,Fashion,2966.0,9.0,428.0,Yes,11,0
2862,24,Male,Micro,7217123,Live Stream,Tech,1306.0,4.0,1187.0,Yes,74,1
2863,22,Female,Macro,2454664,Carousel,Fashion,,2.0,4257.0,Yes,125,0
2864,21,Female,Celebrity,8052594,Carousel,Health,2875.0,5.0,2554.0,No,39,0
2865,19,Female,Micro,5924455,Static Post,Fashion,1336.0,7.0,2312.0,Yes,95,0
2866,15,Male,Micro,3568269,Static Post,Beauty,4864.0,4.0,1995.0,Yes,120,1
2867,27,Male,Macro,6048770,Live Stream,Health,2042.0,1.0,2157.0,No,164,0
2868,19,Non-binary,Mega,3277021,Static Post,Tech,2279.0,8.0,4995.0,Yes,72,0
2869,24,Non-binary,Micro,7725518,Carousel,Tech,2199.0,5.0,1742.0,No,141,0
2870,16,Female,Micro,9139048,Live Stream,Home,4935.0,10.0,1342.0,N,171,0
2871,27,Female,Macro,602108,TikTok/Reels,Tech,4217.0,2.0,1155.0,Yes,99,0
2872,19,Female,Macro,5085750,Live Stream,Home,3773.0,3.0,3204.0,No,178,0
2873,19,Male,Micro,5230661,Static Post,Beauty,558.0,10.0,393.0,Yes,128,1
2874,16,Female,Micro,2519023,Carousel,Tech,748.0,10.0,3642.0,Y,68,1
2875,19,Male,Macro,8091071,Carousel,Health,4676.0,5.0,4817.0,No,34,0
2876,27,Male,Macro,2369398,TikTok/Reels,Home,218.0,4.0,2040.0,Yes,105,0
2877,18,Female,Celebrity,9243147,TikTok/Reels,Tech,4867.0,9.0,2078.0,Y,142,1
2878,15,Female,Macro,8624109,Live Stream,Beauty,2354.0,9.0,2864.0,No,149,0
2879,17,Non-binary,Micro,6266385,Carousel,Health,416.0,,3461.0,Y,162,1
2880,15,Non-binary,Macro,940057,TikTok/Reels,Health,966.0,2.0,4256.0,Yes,35,0
2881,26,Female,Macro,9522263,TikTok/Reels,Beauty,3325.0,5.0,1329.0,Yes,51,1
2882,25,Male,Micro,7732345,Live Stream,Tech,492.0,8.0,1646.0,Yes,179,1
2883,19,Non-binary,Celebrity,9008333,Live Stream,Fashion,2651.0,8.0,2655.0,Yes,138,0
2884,18,Female,Mega,5860824,Carousel,Tech,4507.0,7.0,2385.0,No,8,1
2885,21,Female,Micro,4393241,Static Post,Home,3327.0,4.0,2837.0,No,138,0
2886,19,Female,Micro,381445,Static Post,Home,2160.0,3.0,4432.0,Yes,107,1
2887,24,Male,Micro,8546062,Carousel,Tech,175.0,8.0,3305.0,Yes,155,0
2888,18,Female,Micro,6230619,Static Post,Home,3509.0,8.0,3320.0,No,131,1
2889,16,Female,Macro,8428403,Carousel,Fashion,507.0,10.0,3876.0,No,6,1
2890,18,Female,Macro,8845363,Carousel,Fashion,4191.0,5.0,3526.0,Y,114,0
2891,26,Male,Celebrity,5136267,TikTok/Reels,Health,2366.0,3.0,4158.0,Y,67,0
2892,16,Non-binary,Micro,8177113,Static Post,Home,842.0,5.0,4914.0,Yes,117,1
2893,22,Male,Macro,1253143,Carousel,Tech,4627.0,4.0,2304.0,Yes,139,1
2894,17,Male,Mega,7602744,Static Post,Health,2952.0,8.0,,Yes,160,0
2895,23,Male,Macro,8304920,Static Post,Fashion,3933.0,2.0,1287.0,Yes,162,1
2896,27,Female,Micro,5977293,Live Stream,Health,4096.0,,4944.0,Yes,109,1
2897,18,Female,Micro,7528382,Static Post,Beauty,1930.0,10.0,360.0,Yes,112,0
2898,27,Non-binary,Micro,2438452,Carousel,Home,1086.0,6.0,1974.0,Yes,135,1
2899,20,Female,Celebrity,8819568,TikTok/Reels,Tech,2800.0,4.0,2927.0,Yes,15,0
2900,24,Female,Celebrity,1400060,Static Post,Fashion,3811.0,3.0,3464.0,Y,79,1
2901,19,Male,Celebrity,31568,Carousel,Health,,10.0,2226.0,N,16,1
2902,24,Female,Mega,5130799,Live Stream,Tech,2963.0,5.0,1850.0,No,122,1
2903,27,Female,Micro,7612088,Static Post,Home,853.0,6.0,,No,172,0
2904,15,Non-binary,Celebrity,9077495,TikTok/Reels,Tech,774.0,1.0,2724.0,Yes,149,1
2905,23,Male,Celebrity,3112055,Static Post,Home,4222.0,1.0,,Yes,22,0
2906,15,Female,Micro,231066,Carousel,Home,4610.0,10.0,3905.0,Yes,30,1
2907,22,Non-binary,Micro,6181791,Static Post,Home,1809.0,3.0,3775.0,Yes,74,1
2908,23,Male,Macro,1302583,Static Post,Health,3574.0,2.0,4387.0,No,94,0
2909,23,Male,Micro,6787413,Live Stream,Home,640.0,1.0,4683.0,Yes,173,0
2910,15,Female,Micro,2194581,Static Post,Tech,263.0,,817.0,No,163,0
2911,16,Female,Celebrity,5953973,TikTok/Reels,Beauty,2354.0,1.0,2146.0,Yes,48,0
2912,26,Male,Celebrity,9897685,Static Post,Tech,1083.0,10.0,180.0,No,10,0
2913,27,Male,Micro,8828557,Live Stream,Health,2760.0,8.0,4469.0,Yes,113,1
2914,15,Male,Macro,5165524,Carousel,Home,4567.0,5.0,4719.0,No,31,1
2915,24,Female,Mega,2209303,Static Post,Beauty,716.0,4.0,4958.0,Yes,18,0
2916,16,Female,Macro,3951248,Static Post,Health,4012.0,8.0,441.0,Y,60,0
2917,24,Male,Micro,6619977,Live Stream,Fashion,167.0,8.0,2292.0,No,120,1
2918,26,Female,Mega,9870242,Live Stream,Fashion,3523.0,8.0,1662.0,Yes,133,0
2919,22,Male,Mega,505898,Live Stream,Fashion,4295.0,3.0,870.0,No,169,0
2920,19,Female,Celebrity,2673969,Static Post,Beauty,99.0,8.0,2874.0,Yes,97,0
2921,26,Female,Micro,9541762,TikTok/Reels,Tech,2497.0,1.0,,Y,136,0
2922,25,Male,Micro,6797983,Live Stream,Beauty,2153.0,4.0,3212.0,Yes,39,0
2923,21,Male,Celebrity,2739343,Carousel,Beauty,4512.0,5.0,1656.0,Y,33,0
2924,16,Female,Micro,1612920,Static Post,Beauty,284.0,6.0,1896.0,No,70,1
2925,22,Female,Mega,3737437,Carousel,Fashion,4922.0,5.0,1089.0,Yes,68,0
2926,25,Male,Micro,2166742,Carousel,Tech,2608.0,5.0,482.0,No,57,0
2927,20,Female,Micro,3417849,TikTok/Reels,Beauty,4537.0,5.0,308.0,Yes,21,0
2928,22,Male,Macro,9225007,Carousel,Tech,4907.0,9.0,592.0,No,121,0
2929,15,Non-binary,Micro,9774400,Live Stream,Home,3178.0,10.0,3843.0,Yes,146,1
2930,15,Female,Celebrity,6700742,Live Stream,Beauty,234.0,10.0,1018.0,Yes,145,0
2931,26,Non-binary,Micro,7100388,Static Post,Beauty,481.0,3.0,4493.0,Yes,12,1
2932,21,Female,Mega,4694507,TikTok/Reels,Beauty,4380.0,2.0,4564.0,No,142,1
2933,22,Male,Mega,6826755,TikTok/Reels,Home,2785.0,10.0,4712.0,Yes,147,1
2934,27,Female,Micro,4597416,Carousel,Home,1026.0,2.0,4192.0,Yes,15,0
2935,17,Non-binary,Mega,8747087,TikTok/Reels,Fashion,3542.0,8.0,3261.0,Y,35,0
2936,19,Female,Micro,7290078,Carousel,Health,659.0,5.0,4290.0,No,87,1
2937,26,Female,Mega,3579902,Carousel,Tech,1288.0,5.0,1357.0,Yes,126,0
2938,15,Non-binary,Macro,1484704,TikTok/Reels,Health,996.0,6.0,82.0,Yes,155,1
2939,21,Male,Micro,1814,Static Post,Beauty,2467.0,9.0,250.0,Yes,171,1
2940,19,Male,Macro,2566644,Carousel,Beauty,1837.0,7.0,1093.0,Yes,168,1
2941,22,Female,Macro,7758967,Live Stream,Fashion,3144.0,5.0,2387.0,Yes,131,0
2942,27,Male,Celebrity,9408193,Live Stream,Health,4479.0,5.0,1408.0,Yes,51,0
2943,22,Female,Micro,4199129,TikTok/Reels,Beauty,3971.0,10.0,1481.0,Yes,114,0
2944,23,Female,Macro,6867112,TikTok/Reels,Health,2497.0,9.0,3211.0,No,145,1
2945,21,Male,Micro,2184542,Carousel,Fashion,4860.0,9.0,1098.0,No,63,0
2946,25,Female,Mega,7845516,Carousel,Health,1492.0,2.0,4195.0,Yes,99,0
2947,15,Non-binary,Micro,224923,Live Stream,Tech,2687.0,7.0,,Yes,140,1
2948,27,Non-binary,Macro,3776092,Carousel,Fashion,3565.0,10.0,3892.0,Yes,128,0
2949,17,Male,Micro,8569185,Live Stream,Health,2123.0,1.0,732.0,N,31,0
2950,22,Male,Macro,1827341,Carousel,Beauty,3784.0,4.0,322.0,Yes,156,0
2951,17,Male,Mega,1631763,Static Post,Home,1028.0,2.0,,No,87,0
2952,22,Female,Mega,3288477,Static Post,Home,4408.0,10.0,3060.0,Yes,82,0
2953,15,Male,Mega,2520920,Live Stream,Fashion,4498.0,9.0,3700.0,Yes,80,1
2954,19,Female,Macro,1834185,Static Post,Home,3325.0,6.0,3384.0,Yes,138,1
2955,18,Female,Mega,6753563,Static Post,Tech,1502.0,4.0,1261.0,No,77,0
2956,19,Male,Macro,3270083,TikTok/Reels,Fashion,298.0,3.0,805.0,N,131,0
2957,22,Male,Celebrity,1927458,Carousel,Beauty,3850.0,4.0,1533.0,No,50,0
2958,24,Male,Macro,2262516,TikTok/Reels,Beauty,2384.0,2.0,2041.0,N,49,0
2959,18,Female,Macro,2223603,Live Stream,Fashion,769.0,,4225.0,Yes,56,0
2960,25,Male,Micro,2426393,TikTok/Reels,Home,1827.0,9.0,3824.0,Yes,81,1
2961,18,Female,Macro,2769696,Live Stream,Home,3337.0,6.0,3456.0,Y,68,0
2962,17,Male,Micro,3105689,Static Post,Beauty,1348.0,2.0,,No,116,1
2963,21,Male,Mega,3367136,TikTok/Reels,Tech,977.0,6.0,3096.0,Yes,113,1
2964,17,Male,Macro,3076702,Static Post,Home,4445.0,9.0,4659.0,No,160,1
2965,26,Female,Celebrity,6982822,Carousel,Tech,,4.0,1353.0,Yes,108,0
2966,17,Female,Micro,8538224,Static Post,Home,2622.0,1.0,148.0,No,27,0
2967,25,Female,Micro,9975459,Carousel,Fashion,596.0,2.0,1783.0,No,111,0
2968,24,Male,Mega,5620783,Static Post,Health,2086.0,5.0,2275.0,No,67,0
2969,19,Non-binary,Micro,5431402,TikTok/Reels,Beauty,1076.0,10.0,614.0,No,159,0
2970,19,Female,Macro,9485766,TikTok/Reels,Fashion,3143.0,7.0,,Yes,102,1
2971,20,Male,Mega,8283072,Static Post,Home,2847.0,8.0,239.0,Y,2,0
2972,22,Male,Macro,7005211,Live Stream,Beauty,4978.0,3.0,912.0,No,71,1
2973,24,Male,Micro,5093331,Live Stream,Health,2575.0,9.0,3013.0,Yes,151,1
2974,20,Male,Mega,4983023,Carousel,Health,637.0,2.0,3753.0,Yes,114,0
2975,26,Male,Micro,5792070,Carousel,Home,4139.0,4.0,158.0,Yes,55,0
2976,15,Female,Mega,1182420,Static Post,Beauty,999.0,4.0,4658.0,No,143,1
2977,22,Female,Micro,3330854,TikTok/Reels,Home,1565.0,6.0,4571.0,Yes,15,0
2978,22,Female,Macro,1999318,Carousel,Health,3114.0,10.0,547.0,Yes,20,1
2979,23,Non-binary,Micro,3906592,Static Post,Fashion,4404.0,6.0,,No,155,1
2980,23,Non-binary,Mega,4669818,Carousel,Fashion,1832.0,3.0,2265.0,No,60,0
2981,16,Male,Micro,4726805,TikTok/Reels,Tech,589.0,9.0,754.0,Yes,151,0
2982,16,Female,Mega,6262104,Carousel,Health,1808.0,5.0,734.0,No,7,0
2983,17,Female,Macro,2507332,Static Post,Health,1852.0,2.0,3791.0,No,64,0
2984,15,Female,Micro,977273,Carousel,Home,2017.0,,2828.0,Yes,78,1
2985,18,Female,Mega,4054899,Live Stream,Tech,2133.0,3.0,4317.0,Yes,75,1
2986,18,Male,Macro,1002008,Carousel,Tech,2810.0,8.0,2335.0,Yes,128,1
2987,23,Non-binary,Micro,9190949,TikTok/Reels,Beauty,1585.0,3.0,1924.0,No,148,0
2988,23,Non-binary,Micro,7026930,TikTok/Reels,Home,1599.0,5.0,,Yes,96,0
2989,23,Male,Macro,3359296,TikTok/Reels,Fashion,296.0,4.0,1510.0,No,11,0
2990,24,Female,Micro,3891230,TikTok/Reels,Beauty,2066.0,4.0,2746.0,No,38,0
2991,21,Female,Micro,7749872,Static Post,Tech,4715.0,,4776.0,Yes,146,0
2992,16,Female,Micro,1418098,Carousel,Fashion,1633.0,8.0,617.0,Yes,134,1
2993,24,Male,Macro,2456717,Carousel,Health,1812.0,3.0,860.0,Yes,150,0
2994,19,Male,Macro,2965123,Carousel,Home,1447.0,4.0,4488.0,Yes,119,1
2995,18,Female,Micro,9709551,Carousel,Tech,4882.0,6.0,1307.0,Yes,168,0
2996,26,Female,Celebrity,9254294,Static Post,Health,4661.0,9.0,2900.0,Yes,149,1
2997,25,Female,Mega,4245348,TikTok/Reels,Tech,3943.0,4.0,,No,144,0
2998,22,Female,Micro,6192803,Carousel,Fashion,694.0,3.0,3865.0,Yes,80,0
2999,16,Male,Micro,4077999,Carousel,Beauty,237.0,5.0,3314.0,Yes,54,1
3000,20,Female,Celebrity,2825514,TikTok/Reels,Fashion,1113.0,9.0,34.0,Yes,34,1
3001,27,Male,Macro,1883961,Live Stream,Home,340.0,1.0,2100.0,Yes,123,0
3002,19,Male,Micro,8447573,Live Stream,Home,2462.0,5.0,1379.0,N,173,0
3003,26,Male,Macro,4265080,TikTok/Reels,Tech,831.0,4.0,4245.0,Yes,179,1
3004,16,Female,Mega,6586059,Carousel,Fashion,233.0,5.0,436.0,Yes,33,1
3005,25,Female,Micro,2966915,TikTok/Reels,Beauty,3358.0,7.0,4545.0,No,80,1
3006,24,Male,Mega,6972505,Carousel,Home,3860.0,7.0,2572.0,Yes,157,1
3007,15,Female,Mega,397562,Carousel,Beauty,2725.0,7.0,4362.0,Yes,4,0
3008,22,Female,Macro,177251,Live Stream,Health,3239.0,,3979.0,No,54,0
3009,16,Male,Mega,6624278,Live Stream,Tech,2585.0,,308.0,Yes,171,1
3010,21,Male,Micro,2310830,Carousel,Beauty,2223.0,7.0,4360.0,Yes,3,1
3011,23,Male,Macro,4677808,Carousel,Tech,1609.0,4.0,491.0,Y,122,0
3012,23,Female,Macro,9919154,Carousel,Health,1917.0,4.0,521.0,Yes,151,1
3013,22,Male,Macro,7700585,Live Stream,Beauty,4952.0,2.0,1914.0,No,154,1
3014,25,Female,Micro,4506023,Carousel,Beauty,2895.0,6.0,,N,161,1
3015,26,Female,Micro,6872615,TikTok/Reels,Health,4611.0,10.0,1368.0,No,136,1
3016,24,Male,Micro,8581358,Static Post,Fashion,4401.0,3.0,3290.0,Yes,63,0
3017,23,Male,Micro,9207473,Static Post,Beauty,1742.0,1.0,2141.0,No,32,0
3018,16,Non-binary,Micro,7415829,Carousel,Beauty,2867.0,5.0,3229.0,No,64,1
3019,20,Male,Mega,8599695,TikTok/Reels,Home,4505.0,6.0,4129.0,Y,38,1
3020,18,Non-binary,Micro,7123989,Carousel,Fashion,3463.0,5.0,,No,69,1
3021,18,Non-binary,Macro,2813627,TikTok/Reels,Beauty,1498.0,,3577.0,Yes,80,1
3022,19,Male,Micro,8992259,Live Stream,Health,1649.0,10.0,2571.0,Yes,138,1
3023,26,Male,Micro,7328830,Live Stream,Tech,3510.0,8.0,232.0,Yes,47,1
3024,17,Male,Micro,1157480,Carousel,Health,181.0,10.0,1622.0,No,96,1
3025,15,Non-binary,Micro,9981949,Live Stream,Fashion,1578.0,1.0,,Yes,35,0
3026,22,Male,Macro,6570727,Carousel,Home,3019.0,8.0,,Yes,109,1
3027,19,Female,Micro,1267366,Static Post,Home,2382.0,7.0,3539.0,No,61,0
3028,17,Male,Celebrity,1008567,TikTok/Reels,Home,2539.0,1.0,521.0,Yes,142,0
3029,24,Female,Celebrity,523471,TikTok/Reels,Health,1881.0,9.0,4732.0,Y,37,1
3030,21,Female,Macro,2634913,Static Post,Tech,703.0,4.0,2834.0,No,49,1
3031,21,Female,Mega,9237876,Static Post,Tech,4432.0,7.0,3066.0,Yes,94,0
3032,15,Male,Micro,4499912,Static Post,Beauty,829.0,3.0,3199.0,Yes,7,1
3033,26,Male,Macro,1587578,Static Post,Tech,1459.0,8.0,340.0,No,134,0
3034,23,Female,Mega,5566902,Live Stream,Tech,2177.0,4.0,2744.0,Yes,104,0
3035,16,Female,Micro,952712,TikTok/Reels,Beauty,1076.0,2.0,3946.0,No,179,1
3036,19,Female,Micro,6652081,TikTok/Reels,Health,1736.0,2.0,3938.0,Yes,75,0
3037,27,Male,Micro,5199912,Static Post,Health,2080.0,8.0,58.0,No,75,0
3038,19,Female,Macro,3090339,Carousel,Fashion,3049.0,8.0,3253.0,Y,114,1
3039,22,Female,Macro,213875,Carousel,Health,3399.0,1.0,4681.0,Yes,153,1
3040,22,Female,Micro,7120402,Carousel,Home,4103.0,6.0,242.0,Yes,8,0
3041,21,Male,Macro,3243716,Carousel,Home,681.0,9.0,227.0,Yes,87,1
3042,21,Female,Macro,9705464,Live Stream,Fashion,558.0,9.0,4613.0,Yes,59,1
3043,26,Male,Mega,9536299,TikTok/Reels,Tech,234.0,2.0,2602.0,Yes,150,0
3044,25,Female,Micro,4226820,TikTok/Reels,Fashion,2075.0,8.0,126.0,No,162,0
3045,20,Male,Mega,8728734,TikTok/Reels,Beauty,1076.0,8.0,4430.0,Yes,45,1
3046,20,Female,Macro,5700974,Carousel,Fashion,,4.0,4853.0,Yes,26,1
3047,25,Male,Mega,6337555,Static Post,Fashion,2996.0,4.0,1431.0,Yes,96,0
3048,23,Female,Mega,2071203,Carousel,Home,2497.0,5.0,2168.0,Yes,117,1
3049,20,Male,Macro,2859885,TikTok/Reels,Beauty,4211.0,10.0,3959.0,Yes,144,1
3050,26,Non-binary,Micro,5032924,Carousel,Beauty,1337.0,7.0,2748.0,Yes,158,1
3051,27,Non-binary,Macro,6796829,Static Post,Fashion,3565.0,1.0,1308.0,Yes,84,0
3052,27,Male,Celebrity,6401219,Static Post,Beauty,2560.0,,2125.0,No,53,1
3053,16,Male,Macro,471409,Carousel,Beauty,3265.0,,1593.0,No,18,0
3054,16,Male,Micro,1874090,TikTok/Reels,Health,3803.0,4.0,4079.0,Y,37,1
3055,27,Male,Micro,6507904,Live Stream,Beauty,2152.0,7.0,1493.0,Yes,164,1
3056,19,Female,Celebrity,5285310,TikTok/Reels,Tech,878.0,5.0,2030.0,Yes,169,1
3057,18,Male,Micro,7784770,Live Stream,Beauty,2233.0,5.0,3252.0,No,152,1
3058,25,Female,Micro,208932,TikTok/Reels,Home,2335.0,,4360.0,Yes,163,0
3059,16,Female,Micro,130189,Carousel,Health,1738.0,2.0,4777.0,No,83,0
3060,17,Female,Celebrity,9390206,Live Stream,Home,518.0,5.0,246.0,Yes,129,1
3061,21,Female,Micro,1033302,TikTok/Reels,Home,1925.0,2.0,4519.0,Yes,81,1
3062,22,Male,Macro,3297743,Carousel,Tech,3237.0,1.0,1082.0,N,157,0
3063,26,Female,Macro,2404810,TikTok/Reels,Health,3788.0,10.0,4928.0,No,61,0
3064,27,Female,Micro,5835176,Static Post,Fashion,,3.0,1481.0,Yes,161,1
3065,20,Female,Mega,7765050,Static Post,Beauty,3489.0,,10.0,No,59,0
3066,25,Male,Macro,71408,TikTok/Reels,Tech,3969.0,10.0,2006.0,No,83,1
3067,19,Male,Macro,7122229,Carousel,Tech,3895.0,8.0,3441.0,Yes,45,1
3068,27,Female,Mega,5615810,TikTok/Reels,Fashion,2633.0,8.0,3529.0,No,163,1
3069,15,Female,Celebrity,9705081,Carousel,Tech,2279.0,8.0,2292.0,No,150,0
3070,22,Female,Macro,3672849,Live Stream,Fashion,4309.0,7.0,944.0,Yes,125,1
3071,17,Non-binary,Micro,3906320,Static Post,Fashion,4405.0,7.0,434.0,No,2,1
3072,20,Male,Mega,237192,Live Stream,Fashion,4326.0,2.0,3491.0,No,178,1
3073,17,Male,Macro,4553425,Carousel,Tech,1496.0,9.0,2289.0,Yes,98,1
3074,21,Female,Celebrity,565312,TikTok/Reels,Fashion,4348.0,7.0,3343.0,No,22,0
3075,27,Male,Celebrity,3919156,Static Post,Tech,,5.0,2566.0,No,100,1
3076,21,Male,Micro,5877021,Carousel,Health,1050.0,4.0,1759.0,Yes,156,0
3077,26,Female,Celebrity,3680956,Carousel,Fashion,4120.0,8.0,3875.0,Yes,149,1
3078,23,Female,Micro,8730399,Static Post,Tech,,5.0,2228.0,No,145,0
3079,19,Female,Macro,6533195,TikTok/Reels,Tech,4341.0,6.0,267.0,No,49,0
3080,22,Male,Micro,7910520,Static Post,Tech,3904.0,4.0,2198.0,Yes,33,0
3081,24,Male,Mega,4382705,TikTok/Reels,Beauty,3297.0,2.0,3687.0,Yes,33,1
3082,24,Male,Macro,2542526,TikTok/Reels,Beauty,4909.0,7.0,4477.0,Yes,125,0
3083,22,Male,Macro,2337506,Carousel,Fashion,1695.0,2.0,514.0,Yes,131,0
3084,15,Female,Celebrity,3754698,TikTok/Reels,Health,3832.0,,1743.0,Yes,23,1
3085,26,Male,Macro,6326133,TikTok/Reels,Fashion,3315.0,7.0,929.0,No,53,0
3086,19,Male,Macro,5703392,Static Post,Home,1005.0,1.0,3931.0,No,97,0
3087,17,Female,Mega,989652,Static Post,Home,3849.0,10.0,1448.0,Yes,163,1
3088,15,Male,Mega,8360080,TikTok/Reels,Health,4157.0,10.0,3887.0,No,146,0
3089,18,Female,Celebrity,4353641,Carousel,Health,2253.0,3.0,198.0,No,24,0
3090,22,Female,Celebrity,8661303,Static Post,Health,1436.0,3.0,2055.0,Yes,34,0
3091,17,Male,Micro,8680146,Live Stream,Beauty,4205.0,6.0,1780.0,No,158,1
